L10 Median,Kalman,DARKO,Relative Performance,Home,Recent T,Spread,Points,Line,OU Result
14.0,17.27051400247776,15.449260072687224,-2.0869565217391255,1.0,0.625068989814883,-12.0,36.0,15.5,1.0
8.0,7.853811671577416,8.089126648551785,-2.0869565217391255,1.0,0.02448443291678699,-12.0,9.0,7.5,1.0
8.5,9.08356148102506,8.678015652612896,-2.0869565217391255,1.0,0.587353242465862,-12.0,6.0,9.5,0.0
19.5,20.497409733103,19.259814662720416,0.13636363636364024,0.0,0.5425519197024355,12.0,7.0,18.5,0.0
19.5,18.356362591459774,18.738079918466873,0.13636363636364024,0.0,0.4279393244097947,12.0,22.0,17.5,1.0
13.5,12.910234017031248,11.535872218952258,-2.0869565217391255,1.0,1.5028441642621346,-12.0,5.0,11.5,0.0
10.0,9.656491522761215,10.355181145376815,-7.791666666666671,1.0,-1.5999392223893627,-7.0,18.0,10.5,1.0
18.0,15.429211889250427,14.365408420345288,-0.3333333333333286,0.0,0.8596314468629774,7.0,17.0,14.5,1.0
11.5,9.13091146151257,8.883108678959546,-7.791666666666671,1.0,0.09181321043891295,-7.0,17.0,11.5,1.0
17.5,19.645640203504854,17.307679694978336,-0.3333333333333286,0.0,0.7570533265863739,7.0,17.0,17.5,0.0
8.0,9.097408320733047,9.462695484904794,-7.791666666666671,1.0,-0.0919239598985684,-7.0,10.0,10.5,0.0
14.5,17.212958679839517,16.033422811207483,-7.791666666666671,1.0,0.30192561394347367,-7.0,11.0,16.5,0.0
17.5,18.925280402381606,17.72445255321444,-0.3333333333333286,0.0,0.7843887181105615,7.0,21.0,16.5,1.0
19.0,16.65029520833821,16.253037078278187,-5.272727272727266,0.0,0.7486375730513297,-11.0,12.0,17.5,0.0
13.0,12.744721598518314,12.869706600338647,-3.217391304347828,1.0,-1.4890383830108425,11.0,18.0,12.5,1.0
18.0,20.268722203992677,20.208531217399127,-3.217391304347828,1.0,0.07091730044318934,11.0,14.0,20.5,0.0
15.5,17.894999290327178,17.362459088771352,-3.217391304347828,1.0,0.08911810737913853,11.0,10.0,17.5,0.0
11.5,12.547788080456435,13.386335899384559,-3.217391304347828,1.0,-0.8434780901159556,11.0,3.0,13.5,0.0
14.0,13.40820298374781,13.836988062956289,-5.272727272727266,0.0,-0.3547481242173379,-11.0,12.0,13.5,0.0
14.0,21.47885969577184,16.978702549505627,8.0,1.0,1.19669843525426,-9.0,14.0,16.5,0.0
18.5,15.293474865248061,17.753841107538385,12.75,0.0,-0.7097263065964977,9.0,23.0,18.5,1.0
17.5,13.78798366488342,15.49656559269666,12.75,0.0,-0.7256483141625456,9.0,18.0,15.5,1.0
22.5,25.353526162021105,23.377734708611097,12.75,0.0,1.3925721323398565,9.0,22.0,23.5,0.0
14.0,14.801093021059026,13.064390164193906,12.75,0.0,1.0963180848353078,9.0,12.0,12.5,0.0
8.0,8.016605579243578,8.156916343698247,8.0,1.0,0.08232767824591797,-9.0,17.0,8.5,1.0
13.5,11.748841715752643,11.017961114183175,8.0,1.0,0.5657812072761288,-9.0,8.0,11.5,0.0
13.0,10.706243376119161,10.181944540646423,4.217391304347828,1.0,0.6670341646101948,-6.0,8.0,11.5,0.0
19.0,21.14941178553004,19.74672820336347,4.217391304347828,1.0,1.2472923071511597,-6.0,15.0,19.5,0.0
13.0,13.347491319451422,13.24045998972282,4.916666666666671,0.0,-0.3006505933249953,6.0,6.0,13.5,0.0
18.0,18.776593223301806,19.75985629520071,4.916666666666671,0.0,-0.5907087346012688,6.0,30.0,19.5,1.0
15.5,16.32684609856929,16.784558253755755,4.916666666666671,0.0,-0.038885688552390815,6.0,23.0,16.5,1.0
13.0,14.364060152603566,12.019771114084127,4.217391304347828,1.0,1.2287605211764336,-6.0,16.0,12.5,1.0
8.5,9.000293118634323,10.379640308345689,-6.043478260869563,0.0,-1.7063564769309398,-8.0,16.0,10.5,1.0
13.5,13.046849556114516,13.12963500769644,-6.043478260869563,0.0,0.3105340712994286,-8.0,17.0,12.5,1.0
16.5,17.682522749259924,16.974617541981683,-6.043478260869563,0.0,0.4536402475222437,-8.0,8.0,17.5,0.0
14.0,12.414213174649158,12.86826968449322,-6.043478260869563,0.0,-0.23789364406268876,-8.0,13.0,12.5,1.0
14.5,14.007008039425973,15.275214702193404,-4.1200000000000045,1.0,-0.6826602415187906,8.0,8.0,16.5,0.0
21.5,21.692925618348628,20.14960013797134,-4.1200000000000045,1.0,1.1319501054854557,8.0,30.0,21.5,1.0
28.0,27.618500055619766,27.10161518237587,-3.8695652173912976,1.0,1.0580419801244865,-8.0,28.0,27.5,1.0
14.0,13.563554032154666,13.839430065409157,14.347826086956516,0.0,0.298853672306547,8.0,13.0,13.5,0.0
20.5,18.278515603301514,17.59109825968305,14.347826086956516,0.0,0.9015331480211181,8.0,34.0,18.5,1.0
18.5,16.495435016788203,18.352541230276245,-3.8695652173912976,1.0,-0.2059623639610549,-8.0,17.0,17.5,0.0
21.0,19.276369436688135,18.970976295536815,-3.8695652173912976,1.0,-0.010678935577525809,-8.0,8.0,19.5,0.0
12.5,13.844686136952713,13.515243758603845,14.347826086956516,0.0,-0.21029449562979857,8.0,15.0,14.5,1.0
8.0,8.298144235079004,8.09308673263743,14.347826086956516,0.0,-0.2999262357108671,8.0,6.0,8.5,0.0
